city,hotelName,overallRating,individualReview,individualRating,polarityScore,normalizedPolarityScore,meanPolarityScore
Bangkok,Pathumwan Princess Hotel,8.9,Excellent value for money and ideally situated. Nothing.,10,0.836,9.18,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,The room is clean and friendly staffs..,10,0.7096,8.548,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,All possible items.,10,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"I liked everything, the room was spacious and very clean, the bathroom was huge and there is a general attention to the details, the staff is professional above all I will remember with pleasure the staff of the bar, always ready to work with a smile and professionaly.. nothing.",10,0.9412,9.706,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,MBK Shopping Mall is under the Hotel and so can go out any time..,8,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Great location with direct access to MBK centre and adjacent BTS station. Short walk to many shopping centres and sites such as Jim Thompsons house. The room was a great size and well equipped. The staff where all very friendly and helpful and there was a great selection of breakfast options at the buffet. We would definitely stay here again!.,9,0.9749,9.8745,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,The location is really good as it is close to the skytrain. The room and the pool area looked really good.. It was a bit awkward to take the elevator since they were always staffed..,10,0.3804,6.902,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Due to Corona no pool, no gym, no other restaurants but construction noise. Paid almost the same rate!.",5,-0.4753,2.6235,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Nothing.,10,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Amazing hotel!!!.,10,0.6884,8.442,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Very clean. Very kind staff.. The teats of Break fast is not so good. It's too dry. On the other hand, there are so many variations.
Owing to COVID-19, we cannot use the part of facility. However, they didn't notice it in advance. If they noticed it, we would change the plan of trip. Moreover, they never apologized for it, and never discounted it.
The drink price in the refrigerator is unknown. At last, I knew that one COCA COLA costed about ＄4..",5,0.7194,8.597,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Very comfortable hotel in a good location close to shopping centres and the skytrain.Excellent breakfast with wide choice to suit all. Extremely friendly and polite staff..,10,0.8746,9.373,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Location, excellent service and staff.",10,0.5719,7.8595,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Breakfast Very good. different varieties of foods and the menu change everyday. The room is clean and tidy. Good location near BTS station..,8,0.8313,9.1565,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The swimming pool and Jacuzzi facilities. The hotel room is very comfortable. The staffs are welcoming, being their loyal returning guest, It’s so sad that every time I return to Pathumwan Princess Hotel. The staffs keeps changing, entire new team completely. 
Also, Jumphon from Reservation Team was very helpful indeed. A kind Thank You to you during my extended stay at this hotel brand.. The breakfast wasn’t great. Not much options due to low number of guests.",9.6,0.9528,9.764,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,First class treatment great location very nice end to holiday. Great amenities nearby!. Nothing.,10,0.9358,9.679,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Great hotel!! Price is the best... value for money. The rooms are sooooo clean..... and the staff are very accommodating...the location is beside the mall MBK.,10,0.7955,8.9775,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Awesome location, very friendly staff!.",8.3,0.8353,9.1765,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"High quality hotel very comfortable room with excellent facilities, the outdoor pool is fantastic. Room service was good value and quality food.. Check in was a drama, we had pre-paid through booking.com but they also wanted a 1000 baht deposit (which was ok) but then also wanted passports (which was ok). But then wanted my credit card to take a nominal payment to prove my identity, this was annoying as we had pre-paid. They were concerned that we would request a refund through booking after we left. It made us feel like criminals. Check in was more focused on money and processes rather than making you feel welcome. I had pre contacted about a late check out and on arrival they could only extend to maximum of 1pm, I offered to pay more but not possible !! annoying as we had a late flight. Also the walk from the BST was quite long through the mall with rucksacks. When you get to the hotel they call a bell boy to carry the last bit to your room. Would have paid to have bell boy met you at entrance to mall. When we left we got a taxi to aiport for 500 baht much easier..",8,0.94,9.7,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Very nice staff and clean facility. Great pool and lobby restaurant. Conveniently attached to the MBK center for shopping. Overall great stay!. Breakfast should be included for the price you pay per night.,9.6,0.9323,9.6615,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Solid breakfast not in range of 5star hotel more likely 3-4*. Breakfast must be with more variety of food expecially not meat(veggetarian).,9,0.1531,5.7655,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Spacious, clean design and helpful staff. Especially the polite Conciege.Great location. A part from not having river views it was faultless.. Nothing.",10,0.6705,8.3525,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Amazing location and friendly staff very cooperative, it has all the facilities you will need..",10,0.7906,8.953,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Great location - entrance from the hotel straight into the mall. The adjoining MBK mall is a bit of a dense market, but connects to Siam Centre and Siam Paragon and Central World which have a superb range. Very spacious room, comfortable to hang around in. Nice views of the city. Fab gym. Some finishes around the hotel need to be tidied up. Pool got a little busy. No food/drinks allowed by the pool but the options at the bar are extortionate..",8,0.9675,9.8375,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Pool - good size and good surroundings. Good food at pool restaurant. Outlook from room was poor and breakfast choices in some categories restricted.,7,0.4588,7.294,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,It was very clean and quiet. The staff was always helpful and pleasant to deal with. If I were to go back I would stay there again. Well worth the money.. I don't have anything negative to say..,10,0.9336,9.668,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Rooms were clean, location was good.. Racist check in staff, were adamant in putting us on the 14th floor and our request for higher floor turned down-reason there is renovation going on[lie!]. Our room on 14th floor was jaded, bathroom had a bathtub with a shower dangling on the wall... [later we were told those rooms are almost 30 years old]We threatened to check out if a better room want provided and then we were shifted to a wonderful room on the 23rd floor. Apparently guests from sub continent are placed on lower floors and white colored on higher floors...Shameful!!.",5,-0.4724,2.638,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Location and ease and access to shopping district. Hotel itself has all the facilities expected of a five star class hotel.. Motion activated “night light” that came on / off every time I got up to get water! Although they mentioned a disabling measure, it did not work!.",10,-0.2924,3.538,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Pool and 8 floor restaurant superb. Only two channel wifi but can add free.,8,0.7906,8.953,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Located above MBK Shopping Mall. Within walking distance to the SIAM shopping district. Next to MTR stadium. Excellent location..,8,0.5719,7.8595,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,pleasant stay great location.,10,0.8126,9.063,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Everything is excellent . helpful staffs .
Specially the seafood buffet dinner.. Nothing.",10,0.7579,8.7895,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Staff. Amenities, location and cleanliness.. As always, a great stay..",10,0.6249,8.1245,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Good location near BTS station and shopping centers. Easy to travel to Suvarnabhumi airport and to Bangkok center by train. I strongly recommend for a few days stay!.,9,0.8655,9.3275,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Right above MBK shopping mall. Good walking distance to the SIAM shopping district..,7,0.4404,7.202,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Breakfast is delicious & many choice for different country tourists.,9,0.5719,7.8595,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Salt water pool was very hygienic
Spa was nice
Stream room and Sauna were excellent
Gym looked great. The room service food was average.. chef must have been tired ...",10,0.8271,9.1355,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,I would like breakfast in restaurant.,7,0.3612,6.806,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Great location. Breakfast was amazing, the room was really clean, and the bed was the most comfortable I've ever slept in! Thanks for a great 3 days.",10,0.9712,9.856,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Connected to the mall
Helpful staff
The massage 
Clean 
Connected rooms. Every thing was good.",8.8,0.8126,9.063,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The hotel was in an excellent location and offered a superb buffet breakfast, exceptional choice and a similar buffet in the evening with a bbq station and tremendous choice. Refurbished rooms excellent comfort and quality.",9,0.9325,9.6625,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location is perfect. noise from concerts near by.,10,0.5719,7.8595,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"I’ve hotel, great location. This hotel is not really 5*! It is perhaps 4* but certainly it needs upgrading to 5*.",7.9,0.7133,8.5665,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Very high standard hotel. Full value plus money paid. Exceeds a lot of hotels in Thailand. Breakfast like the King's.The hotel staff goes out of their way to respond to every request and does so on the best side.We arrived at the hotel at 12 noon although no dough is done from 3 pm we immediately received the room recommend booking a suite with the entrance to Lunz greatly upgrades the stay
Very high level of cleanliness Close to all the famous shopping centers.Taxis are available all the time at the hotel and fair prices. In the bath the whole faucet and faucet system is very outdated and the impression is that everything there is made up of hassles
Even when waiting for a taxi that the hotel organizer approaches people from the street who offer their taxi service do not look respectable to the hotel and its guests.",10,0.8875,9.4375,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Good location. Counter staff can provide more details when we check in.,7,0.4404,7.202,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Clean n comfy room. Nil.,10,0.4019,7.0095,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Convenient location, staff so willing to help you.",9.6,0.4522,7.261,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location and comfort. The cost of rooms has continually increased far more than most hotels of a similar standard.,9,0.5574,7.787,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Security and other services staff are very polite and helpful. Guest Services Manager seems to be quite different in accepting Booking.com prices despite written confirmation in the app. Price quoted (by booking.com) and the manager (50% higher) differed. I had to provide proof of booking.com confirmation..,8,0.8088,9.044,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location. Smell of rooms.,7,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Very good location. Reach breakfast. Great gym. Tourist desk very helpful..,8,0.8945,9.4725,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Excellent fitness center with Sauna/Steam. Room are decent. Housekeeping/Door staff are excellent.. Check in took more than 30 min, had booked 2 double bedrooms but frontdesk staff tried to allocate 1 twin room, informing me that i ve not informed about bed choice. How dumb can she be, when the booking is for 2 room with double beds clealry mention in the booking, If we wanted twin, we would ve made reservation accordingly at the time of booking.
No kids swimming pool. More as a Lap pool. Not friendly for kids. 
Location is only good for MBK.
Humming Noise 24/7 , i guess its a sound from industrial size Air Extractor Fan which was below our room. BTW our room was on 19th floor..",7,-0.2481,3.7595,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location. We did not get the room that we booked.,7,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location was decent. Terrible breakfast... especially for vegetarians.,5.4,-0.4767,2.6165,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location. Poorly managed hotel and not worth the price..,2.5,-0.1695,4.1525,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Near MRT. Noisy restaurant and mosquitoes on ground floor restaurant.,3.8,-0.1779,4.1105,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location. Water leaking on my room.,4.2,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Liked location 
Would have expected more for the money we paid. Nicer room or less money.",6,0.6908,8.454,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Staff is efficient and well mannered who provide very good service.,10,0.796,8.98,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Heart of the city. Heavy traffic.,6.7,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Everything about it x. Everything was amazing from start till end thank you x.,10,0.743,8.715,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Everything.,10,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Every thing was very good specially the location and how the staff deal with us.,10,0.4927,7.4635,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Awesome hotel at good accessible location..,8,0.7906,8.953,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location and facilities. Rooms a little small for the price.,8.8,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The gym is great. The facility is new.. There is lady hair on the towel, disgusted. The room is quite noisy in the morning even it's on high floor. Smell like newly renovated..",8,0.2975,6.4875,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,good location. all good.,10,0.7003,8.5015,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Connected to MBK 
All services are provided 
7eleven is located in the ground floor open 24 h. No room for smoking but still it is worth to stay in it.",8,0.1901,5.9505,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Tha staff was very courteous and helpfull. Excelent location.. I don' recive the invoice to prove any payment.
I want to recive my invoice on e-mail.
I don't recive deposit yet..",10,0.5984,7.992,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location. We got a free upgradr.,10,0.5106,7.553,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"- Location was just amazing and perfect to visit everything. I was worried, before arriving if this part of the city could be a good starting point to sightseeing the city but once we arrived we felt like was the best choice. We even had food stalls under the MBK center that were so cute. The surroundings are just perfect because there is everything you need and it's a nice neighborhood always crowded and safe.
Skytrain and all public transport so much near. We honestly used most of the time taxis since they're so cheap and the hotel catches them for you. You can choose to get one with the taxi meter on or a fixed price. Our fare from the airport to the hotel was 350 bahts and hotel- airport was 340 plus highway tolls.
- Everyone is friendly and help you with your needs without hesitation.
- The room is very much clean and comfortable, beds are very good and they have a wide selection of pillows you can choose from. They give you free water bottles everyday.
- Room service is amazing, their food is great and have good prices.
- there is a 7 eleven two meters away which provides you everything you could ever need.
- MBK center is in the same building of the hotel and has different entrances from inside so it's very comfortable doing some shopping there and bringing into the room the heavy bags before heading out again to visit the city.
- The swimming pool is huge! Amazing and relaxing.
- The quality of sleep is very good. You can set the temperature of the room as you like.
-The room is so spacious and we'll equipped, you can open all the baggage you want.. - Guests are sometimes way too loud at night when they come back or in the morning when they go away. This means that rooms must be better isolated..",10,0.9988,9.994,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"First stayed here 15 years ago, hotel has aged very well, well maintained. Liked everything, can't complain about anything. Big clean rooms, big beds, staff were exceptional, facilities are great (Gym and Pool), good breakfast selection, MBK shopping centre, close to BTS sky-rail station, great location easy to get around (can get hectic during peak hour but hey its Bangkok).. Cant Complain..",9,0.9367,9.6835,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"nice hotel good location anf friendly and helpful staff , what more can I say.. nothing.",9,0.8934,9.467,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The location is good and near to the shopping malls also the others.. Clean, the staff are nice and polite and the hotel maintain nicely, because it is not the first time I stay at this hotel..",8.8,0.8834,9.417,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Within the MBK shopping mall. Always stay in this hotel no need to travel around the bkk for shopping. Huge swimming pool..,10,0.0258,5.129,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Location, Service and Price.. Prayer location for muslims would be a great addition..",10,0.6249,8.1245,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Eh. Untrusting staff.,1,0,5,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"This is the best choice of stay at the heart of Bangkok. I got a free upgrade to Terrace Garden Suite with an open-air Jacuzzi. We were staying at 29th floor, the view was breathtaking, the food was amazing and the staff is very cordial and super nice. Can't wait to come and stay again :). No Complaints at all..",10,0.9543,9.7715,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,The accessibility and the accomodating staff. Nothing comes to mind! More than satisfied with the hotel.,10,0.522,7.61,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The breakfast is very nice!! A lot of choice and very good!. The bathroom... the faucet holder does not work, and the faucet in both the bath tub and washing sink are in point (square) shape ... it is so dangerous! With the faucet holder does not work and the lower faucet in point shape, every nite the bath is totally not a good experience! The washing sink faucet is so high and again in point shape... again very dangerous! Besides, I don’t understand why the passenger elevator on the ground floor will be closed during the night time, it is so troublesome that you need to go up to the second floor to take the elevator up to go to your room!.",5.8,-0.9449,0.2755,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Adjacent to MBK centre. Arrived at hotel since 8am. Was told room will not be ready as check out was 12pm. Came back at 12pm and they said room was being cleaned. Came back at 3pm, room still not available. Finally keys were only provided at 3.45pm!.",5,-0.3404,3.298,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Location. No.,10,-0.296,3.52,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"25m swimming pool. 
Poolside breakfast area good!. All ball games, rachets and balls are charged. 
Wifi in rooms are not working. 
Corridors too dark 
Breakfast buffet food choices can be increased.",5.4,0.1511,5.7555,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Pool was very Good, Breakfast is Good, We got upgrade as soon as we arrived (arrived at 10:30, very early) even though we had to wait for 4 hours to enter the room, but ok we accpted that :). The staff in my personal opinion is not trained enough for 5 start hotel and the most important, the English level is very very poor in this Hotel, so they smile and all, but you don't have the feeling that they understand you at all and you really must harder to try to explain your self..",8,0.6945,8.4725,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,The staff members are all friendly and helpful.,9,0.7184,8.592,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Very good location near malls. Nice new rooms..,10,0.7178,8.589,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"1. Place attention to the customer need , a good plus !
2. Great location
3. New relocation room very cosy and modern
4. Staff are helpful and caring !. Nothing to complain.",8.8,0.9402,9.701,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Perfect location, nice staff, good breakfast. Nothing bad about the place. Nothing at all.",10,0.9052,9.526,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,Good location. Easy access to many popular Malls.,7.9,0.8225,9.1125,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The location was dictated by my work, but I found it excellent nevertheless. Breakfast restaurant by the swimming pool was really nice, nice selection of food available. I enjoyed the Vista bar in the evenings. Many shopping opportunities nearby.. The opening times of the Vista bar were quite limited. Traffic around during rush hours, traveling by car at the wrong time of the day can take ages..",9,0.9454,9.727,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,The rooms are very clean and well maintained. The gym equipment needs to be updated. I was surprised that the gym equipment was not as good as the public gyms we have in Singapore..,10,0.5928,7.964,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"Japanese restaurant is great. Loved the suites, they are super new and clean.. Hotel doesn’t cater to kids at all, not even the pool..",8.8,0.9169,9.5845,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"1. Friendly and helpful staff
2. I checked-in to the hotel twice during my travel period to Thailand recently. The room given for the second time checked-in was great! The corridor to the room was bright and the room was excellent.. 1. Although the room given for the first checked-in was good, the toilet was faulty, We had to call for maintenance. The lighting along the corridor to the rooms were rather dim..",8,0.9312,9.656,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"It’s close to MBK, siam paragon and the center of Bangkok. I always staying in this hotel since more than 10 years, but this time is the first time I did not enjoy my staying, I booked in the deluxe room it’s new and nice but unfortunately there is very bad smell come out of the toilet, I changed the room to other one but it seems all the deluxe rooms get the same problem, so I advise any one want to stay in the hotel, go to superior rooms much much better.",8.3,-0.3677,3.1615,8.0658
Bangkok,Pathumwan Princess Hotel,8.9,"The staff is very courteous and helpful. Location is next to mbk mall .. Perhaps for the daily breakfast, provide a bit more variety to cater for Muslim guest.",10,0.7688,8.844,8.0658
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Good hotel.. Nothing..,9,0.4404,7.202,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Food and service was great.,10,0.6249,8.1245,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Everything was stunning! Great hotel, perfect location, nice design, absolutely clean, super service and wonderful staff, who makes everything possible for you to feel happy. So nice rooftop!. Nothing..",10,0.9851,9.9255,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"The Room is very beautiful and super clean. Comfortable mattress. The staff was nice and polite!. I didn’t like the pool area at all, I just didn’t like the vibe there. The breakfast was good but there was no cheese, so I got bread but besides Nutella nothing to put on..",8,0.8756,9.378,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Excellent location.
Clean. Renovated rooms. Friendly staff..",9,0.8625,9.3125,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,cannot open windows.,8,0,5,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Well managed.,9,0.2732,6.366,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"great breakfast, and good facilities, fast wifi. Really good value right now...",10,0.9114,9.557,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"I like the ambiance the people around it, for sure i will come back just hope you will update me if u have promotion.",10,0.7717,8.8585,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Everything. No.,10,-0.296,3.52,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Clean
Good price
Location
Amenities. 1) dail to operator wait more than 5-6 rings
2) ask for more amenities wait longer than 15 minutes
3) no security guard at the car park at 9 pm 
4) surprise me by charged me 50 THB for borrowing wine glasses.",7,0.7269,8.6345,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Brilliant and super helpful concerige staff made my stay very comfortable and big thanks goes to Khun Kwan, Khun Nink, Khun Armain and Khun from the front desk and of course, to all the room cleaning staff. 
The big park behind the hotel is fantastic and perfect place for jogging. Very disappointed that my 3 weeks stay was not counted towards Marriott Bonvoy membership account, since the booking was made thru Booking.com.",9,0.9678,9.839,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Too small swimming pool.,8,0,5,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"The staffs are very accommodating and friendly, it was a busy day for new year's eve but they have enough staff. room is very nice and clean (except that it does not have a bidet). Breakfast was the best, worth the price, so may options..",10,0.961,9.805,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Cleanliness. None.,8,0,5,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Cleanliness and the interior. No bathtub..,10,-0.296,3.52,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,The friendly staff. Always willing to help with a smile. The view. I was on a lower floor and the view was not greatt.,8,0.7351,8.6755,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,good price for every facility inside.,10,0.4404,7.202,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Breakfast was the best I've had in Bkk.. Kind of sterile rooms. Like 2 tone beige grey. Did not get any feeling of luxury as I expected when I saw the pictures..,7,0.7601,8.8005,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Beautiful hotel. The staff there have excellent service and Good location for shopping..,10,0.8885,9.4425,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"The staff are friendly especially those from the F&B and facilities ie pool.
However much as friendliness is important, the hotel commitment to protect guest safety, comfort and peace is poor and questionable especially for a well known global franchise hotel like Marriot.. Security, comfort and safety protocols.
There was a guest next to our room who were hysterically and dangerously arguing and screaming at 12 midnight.
Our 5 yr old son woke up traumatized and shaking.
We called the hotel operator 2x and believe it or not NOBODY FROM THE HOTEL WENT UP TO CHECK ON IT!!!!!!!
the arguement from the guest next door lasted for more than 1 hour of screaming and the hotel DID NOT DO ANYTHING ABOUT IT!!!!!
We spoke to their director of rooms who offered us 1 night free stay to pacify us. It was a ridiculous offer for the whole trauma we all received.
DO NOT STAY AT THIS HOTEL it safety, comfort and peace are important to you and your family.
Worst compensating 1 free night is pathetic..",5.8,0.9513,9.7565,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,good location.,10,0.4404,7.202,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,All. Not.,10,0,5,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"The room was nice, comfortable, clean. ABar Rooftop, Sky Garden, Goji and many other things were closed and did not work, allegedly due to a pandemic. There is no information about this on the booking sites and the hotel website..",7,0.765,8.825,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"I chose to stay here for two main reasons: the reputation of this hotel - even though it's not a new hotel, but it's still remaining a grand luxury. Another reason is the location close to the mall and park. What impressed me most was the bed and down pillows. It was a wonderful night, I slept deeply until the morning. Also, there's a Bluetooth speaker in the bedroom, so I spent more time in the bathtub with the chillin songs. ♥. the bathtub's not that much clean..",9,0.9065,9.5325,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Bad breakfast. EVERYTHING WAS TERRIBLE!!! THEY ONLY WERE THINKING ABOUT THE NOT EXISTING COVID19 VIRUS. AN INVENTION OF OUR BIG FRIEND MISTER BILL GATES WHO IS BOTH A PSYCHOPAT AND NARCISSIST!!!.,3,-0.6776,1.612,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Good location and great parking. Friendly staff and a wonderful buffet breakfast with excellent Covid measures.. Lots of private events meant the rooftop bar was shut both nights we were there and also meant several of the restaurants were closed. Also meant a long queue for check in..,8,0.9559,9.7795,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Bed is heavenly soft.,7,0.6124,8.062,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Nice rooftop and perfect bed. Outside View.,8,0.7579,8.7895,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,Staff are brilliant. Lobby is excellent for meetings or relaxing.. The flashing WiFi hub in the ceiling right above the bed.,10,0.8225,9.1125,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"The hotel is huge with classy design, room was clean, bed was soft and comfortable. The staff did a big effort to fulfill my special request (birthday decoration ) Appreciated it. Tuna taco was so delicious at the ABar Rooftop and they gave us 4 glasses of complimentary birthday drink. Appreciated it again... Not a big deal, just lil bit waiting in a queue while check in and check out...",9,0.9835,9.9175,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,friendly staff. the breakfast room is very dark.....little depressed.,8,-0.0972,4.514,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Selection of breakfast that nice plus of food hygiene. Room and hotel location quite great, really value of money. We're highly appreciated and will return for service when we have chance.. None..",10,0.9293,9.6465,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,The best view from the room.. No butt spray..,8,0.4588,7.294,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Beautiful hotel with excellent facilities, perfectly situated, spotlessly clean, fantastic staff - friendly and efficient. Early check-in and late check-out was not a problem at all. Added bonus is direct access to Bechasiri Park..",10,0.9832,9.916,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Location
Staff
Bakery is very good and the bakery team are fun people
Lobby is high class.",10,0.7645,8.8225,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"Great room, value and amenities. Location perfect to nightlife..",10,0.8807,9.4035,7.858155
Bangkok,Bangkok Marriott Marquis Queen’s Park,8.7,"The staff were incredibly friendly and even offered us free late check out, and great rates on the incredible buffet breakfast. We were also offered very affordable spa deals. Great weekend!.",10,0.9458,9.729,7.858155
